hcp_id,month_id,brand,nrx,trx
H280,2025-04,Competitor_B,8,28
H281,2025-04,Apexacare,6,30
H281,2025-04,Competitor_A,9,45
H281,2025-04,Competitor_B,9,37
H282,2025-04,Apexacare,1,6
H282,2025-04,Competitor_A,1,5
H282,2025-04,Competitor_B,1,5
H283,2025-04,Apexacare,7,29
H283,2025-04,Competitor_A,6,25
H283,2025-04,Competitor_B,6,22
H284,2025-04,Apexacare,2,12
H284,2025-04,Competitor_A,3,15
H284,2025-04,Competitor_B,3,13
H285,2025-04,Apexacare,11,39
H285,2025-04,Competitor_A,11,40
H285,2025-04,Competitor_B,12,40
H286,2025-04,Apexacare,22,96
H286,2025-04,Competitor_A,10,46
H286,2025-04,Competitor_B,12,47
H287,2025-04,Apexacare,9,38
H287,2025-04,Competitor_A,10,42
H287,2025-04,Competitor_B,11,39
H288,2025-04,Apexacare,8,31
H288,2025-04,Competitor_A,10,37
H288,2025-04,Competitor_B,10,34
H289,2025-04,Apexacare,9,44
H289,2025-04,Competitor_A,11,51
H289,2025-04,Competitor_B,9,37
H290,2025-04,Apexacare,7,26
H290,2025-04,Competitor_A,3,14
H290,2025-04,Competitor_B,4,11
H291,2025-04,Apexacare,9,44
H291,2025-04,Competitor_A,8,38
H291,2025-04,Competitor_B,9,38
H292,2025-04,Apexacare,4,22
H292,2025-04,Competitor_A,2,12
H292,2025-04,Competitor_B,3,10
H293,2025-04,Apexacare,10,42
H293,2025-04,Competitor_A,16,65
H293,2025-04,Competitor_B,14,55
H294,2025-04,Apexacare,12,56
H294,2025-04,Competitor_A,6,31
H294,2025-04,Competitor_B,8,33
H295,2025-04,Apexacare,2,14
H295,2025-04,Competitor_A,5,27
H295,2025-04,Competitor_B,7,27
H296,2025-04,Apexacare,5,28
H296,2025-04,Competitor_A,8,39
H296,2025-04,Competitor_B,9,38
H297,2025-04,Apexacare,8,37
H297,2025-04,Competitor_A,6,31
H297,2025-04,Competitor_B,7,28
H298,2025-04,Apexacare,11,54
H298,2025-04,Competitor_A,5,24
H298,2025-04,Competitor_B,5,24
H299,2025-04,Apexacare,14,59
H299,2025-04,Competitor_A,9,39
H299,2025-04,Competitor_B,8,28
H300,2025-04,Apexacare,5,19
H300,2025-04,Competitor_A,14,56
H300,2025-04,Competitor_B,14,51
H301,2025-04,Apexacare,5,23
H301,2025-04,Competitor_A,3,15
H301,2025-04,Competitor_B,3,13
H302,2025-04,Apexacare,7,37
H302,2025-04,Competitor_A,9,46
H302,2025-04,Competitor_B,8,36
H303,2025-04,Apexacare,17,73
H303,2025-04,Competitor_A,12,55
H303,2025-04,Competitor_B,10,40
H304,2025-04,Apexacare,18,78
H304,2025-04,Competitor_A,9,42
H304,2025-04,Competitor_B,8,32
H305,2025-04,Apexacare,17,61
H305,2025-04,Competitor_A,14,52
H305,2025-04,Competitor_B,13,47
H306,2025-04,Apexacare,18,61
H306,2025-04,Competitor_A,14,49
H306,2025-04,Competitor_B,11,37
H307,2025-04,Apexacare,15,66
H307,2025-04,Competitor_A,14,59
H307,2025-04,Competitor_B,14,55
H308,2025-04,Apexacare,1,5
H308,2025-04,Competitor_A,1,6
H308,2025-04,Competitor_B,2,5
H309,2025-04,Apexacare,11,44
H309,2025-04,Competitor_A,12,48
H309,2025-04,Competitor_B,9,34
H310,2025-04,Apexacare,10,36
H310,2025-04,Competitor_A,8,30
H310,2025-04,Competitor_B,10,30
H311,2025-04,Apexacare,9,35
H311,2025-04,Competitor_A,9,35
H311,2025-04,Competitor_B,9,32
H312,2025-04,Apexacare,9,34
H312,2025-04,Competitor_A,10,36
H312,2025-04,Competitor_B,10,35
H313,2025-04,Apexacare,3,16
H313,2025-04,Competitor_A,5,23
H313,2025-04,Competitor_B,5,18
H314,2025-04,Apexacare,25,86
H314,2025-04,Competitor_A,18,63
H314,2025-04,Competitor_B,15,51
H315,2025-04,Apexacare,15,67
H315,2025-04,Competitor_A,10,46
H315,2025-04,Competitor_B,9,34
H316,2025-04,Apexacare,11,52
H316,2025-04,Competitor_A,12,54
H316,2025-04,Competitor_B,10,38
H317,2025-04,Apexacare,14,54
H317,2025-04,Competitor_A,13,48
H317,2025-04,Competitor_B,10,33
H318,2025-04,Apexacare,7,31
H318,2025-04,Competitor_A,5,21
H318,2025-04,Competitor_B,6,23
H319,2025-04,Apexacare,8,37
H319,2025-04,Competitor_A,18,81
H319,2025-04,Competitor_B,14,58
H320,2025-04,Apexacare,1,4
H320,2025-04,Competitor_A,1,6
H320,2025-04,Competitor_B,2,6
H321,2025-04,Apexacare,15,59
H321,2025-04,Competitor_A,10,39
H321,2025-04,Competitor_B,10,35
H322,2025-04,Apexacare,11,41
H322,2025-04,Competitor_A,23,81
H322,2025-04,Competitor_B,20,68
H323,2025-04,Apexacare,4,16
H323,2025-04,Competitor_A,2,10
H323,2025-04,Competitor_B,3,10
H324,2025-04,Apexacare,7,33
H324,2025-04,Competitor_A,18,86
H324,2025-04,Competitor_B,18,79
H325,2025-04,Apexacare,8,40
H325,2025-04,Competitor_A,6,33
H325,2025-04,Competitor_B,7,32
H326,2025-04,Apexacare,1,5
H326,2025-04,Competitor_A,1,8
H326,2025-04,Competitor_B,2,8
H327,2025-04,Apexacare,4,17
H327,2025-04,Competitor_A,6,28
H327,2025-04,Competitor_B,6,23
H328,2025-04,Apexacare,3,15
H328,2025-04,Competitor_A,3,16
H328,2025-04,Competitor_B,4,17
H329,2025-04,Apexacare,12,47
H329,2025-04,Competitor_A,11,43
H329,2025-04,Competitor_B,10,36
H330,2025-04,Apexacare,7,27
H330,2025-04,Competitor_A,5,19
H330,2025-04,Competitor_B,6,20
H331,2025-04,Apexacare,21,104
H331,2025-04,Competitor_A,9,47
H331,2025-04,Competitor_B,8,38
H332,2025-04,Apexacare,8,27
H332,2025-04,Competitor_A,8,30
H332,2025-04,Competitor_B,7,23
H333,2025-04,Apexacare,3,16
H333,2025-04,Competitor_A,3,17
H333,2025-04,Competitor_B,3,12
H334,2025-04,Apexacare,11,40
H334,2025-04,Competitor_A,7,25
H334,2025-04,Competitor_B,7,23
H335,2025-04,Apexacare,1,7
H335,2025-04,Competitor_A,1,7
H335,2025-04,Competitor_B,3,7
H336,2025-04,Apexacare,7,29
H336,2025-04,Competitor_A,11,46
H336,2025-04,Competitor_B,9,37
H337,2025-04,Apexacare,13,64
H337,2025-04,Competitor_A,8,39
H337,2025-04,Competitor_B,6,29
H338,2025-04,Apexacare,11,58
H338,2025-04,Competitor_A,7,37
H338,2025-04,Competitor_B,8,38
H339,2025-04,Apexacare,11,41
H339,2025-04,Competitor_A,10,36
H339,2025-04,Competitor_B,9,31
H340,2025-04,Apexacare,14,67
H340,2025-04,Competitor_A,10,48
H340,2025-04,Competitor_B,9,37
H341,2025-04,Apexacare,13,60
H341,2025-04,Competitor_A,5,26
H341,2025-04,Competitor_B,6,24
H342,2025-04,Apexacare,5,27
H342,2025-04,Competitor_A,4,24
H342,2025-04,Competitor_B,4,17
H343,2025-04,Apexacare,6,25
H343,2025-04,Competitor_A,11,48
H343,2025-04,Competitor_B,11,46
H344,2025-04,Apexacare,4,17
H344,2025-04,Competitor_A,7,26
H344,2025-04,Competitor_B,7,21
H345,2025-04,Apexacare,9,31
H345,2025-04,Competitor_A,14,49
H345,2025-04,Competitor_B,11,39
H346,2025-04,Apexacare,12,58
H346,2025-04,Competitor_A,7,37
H346,2025-04,Competitor_B,7,31
H347,2025-04,Apexacare,12,53
H347,2025-04,Competitor_A,11,50
H347,2025-04,Competitor_B,10,41
H348,2025-04,Apexacare,15,81
H348,2025-04,Competitor_A,8,41
H348,2025-04,Competitor_B,7,32
H349,2025-04,Apexacare,18,83
H349,2025-04,Competitor_A,12,53
H349,2025-04,Competitor_B,13,53
H350,2025-04,Apexacare,16,71
H350,2025-04,Competitor_A,11,48
H350,2025-04,Competitor_B,13,49
H351,2025-04,Apexacare,7,32
H351,2025-04,Competitor_A,9,40
H351,2025-04,Competitor_B,8,28
H352,2025-04,Apexacare,10,42
H352,2025-04,Competitor_A,7,32
H352,2025-04,Competitor_B,8,31
H353,2025-04,Apexacare,9,37
H353,2025-04,Competitor_A,14,62
H353,2025-04,Competitor_B,14,55
H354,2025-04,Apexacare,5,23
H354,2025-04,Competitor_A,9,45
H354,2025-04,Competitor_B,9,37
H355,2025-04,Apexacare,9,33
H355,2025-04,Competitor_A,16,61
H355,2025-04,Competitor_B,14,53
H356,2025-04,Apexacare,12,42
H356,2025-04,Competitor_A,11,38
H356,2025-04,Competitor_B,9,28
H357,2025-04,Apexacare,15,55
H357,2025-04,Competitor_A,13,47
H357,2025-04,Competitor_B,12,42
H358,2025-04,Apexacare,7,28
H358,2025-04,Competitor_A,5,23
H358,2025-04,Competitor_B,7,25
H359,2025-04,Apexacare,5,17
H359,2025-04,Competitor_A,4,16
H359,2025-04,Competitor_B,5,15
H360,2025-04,Apexacare,14,52
H360,2025-04,Competitor_A,6,25
H360,2025-04,Competitor_B,6,19
H361,2025-04,Apexacare,10,39
H361,2025-04,Competitor_A,9,37
H361,2025-04,Competitor_B,9,32
H362,2025-04,Apexacare,13,47
H362,2025-04,Competitor_A,10,38
H362,2025-04,Competitor_B,11,35
H363,2025-04,Apexacare,14,67
H363,2025-04,Competitor_A,9,42
H363,2025-04,Competitor_B,9,35
H364,2025-04,Apexacare,13,55
H364,2025-04,Competitor_A,16,66
H364,2025-04,Competitor_B,13,47
H365,2025-04,Apexacare,5,25
H365,2025-04,Competitor_A,6,33
H365,2025-04,Competitor_B,7,32
H366,2025-04,Apexacare,3,16
H366,2025-04,Competitor_A,2,11
H366,2025-04,Competitor_B,4,11
H367,2025-04,Apexacare,7,31
H367,2025-04,Competitor_A,7,31
H367,2025-04,Competitor_B,6,26
H368,2025-04,Apexacare,13,55
H368,2025-04,Competitor_A,12,49
H368,2025-04,Competitor_B,10,36
H369,2025-04,Apexacare,16,77
H369,2025-04,Competitor_A,11,53
H369,2025-04,Competitor_B,8,38
H370,2025-04,Apexacare,3,12
H370,2025-04,Competitor_A,2,11
H370,2025-04,Competitor_B,4,11
H371,2025-04,Apexacare,4,19
H371,2025-04,Competitor_A,7,30
H371,2025-04,Competitor_B,6,23
H372,2025-04,Apexacare,16,57
H372,2025-04,Competitor_A,7,25
H372,2025-04,Competitor_B,8,23
H373,2025-04,Apexacare,5,20
H373,2025-04,Competitor_A,5,21
H373,2025-04,Competitor_B,6,19
H374,2025-04,Apexacare,11,48
H374,2025-04,Competitor_A,10,45
H374,2025-04,Competitor_B,8,33
H375,2025-04,Apexacare,11,53
H375,2025-04,Competitor_A,8,41
H375,2025-04,Competitor_B,7,32
H376,2025-04,Apexacare,10,38
H376,2025-04,Competitor_A,10,38
H376,2025-04,Competitor_B,9,29
H377,2025-04,Apexacare,7,27
H377,2025-04,Competitor_A,12,47
H377,2025-04,Competitor_B,9,36
H378,2025-04,Apexacare,17,60
H378,2025-04,Competitor_A,14,50
H378,2025-04,Competitor_B,11,37
H379,2025-04,Apexacare,6,22
H379,2025-04,Competitor_A,13,49
H379,2025-04,Competitor_B,11,39
H380,2025-04,Apexacare,6,22
H380,2025-04,Competitor_A,5,18
H380,2025-04,Competitor_B,6,20
H381,2025-04,Apexacare,6,28
H381,2025-04,Competitor_A,8,38
H381,2025-04,Competitor_B,8,34
H382,2025-04,Apexacare,2,10
H382,2025-04,Competitor_A,3,18
H382,2025-04,Competitor_B,4,16
H383,2025-04,Apexacare,4,21
H383,2025-04,Competitor_A,4,21
H383,2025-04,Competitor_B,4,18
H384,2025-04,Apexacare,17,59
H384,2025-04,Competitor_A,13,45
H384,2025-04,Competitor_B,11,36
H385,2025-04,Apexacare,13,64
H385,2025-04,Competitor_A,12,63
H385,2025-04,Competitor_B,10,44
H386,2025-04,Apexacare,13,59
H386,2025-04,Competitor_A,9,39
H386,2025-04,Competitor_B,10,38
H387,2025-04,Apexacare,13,47
H387,2025-04,Competitor_A,9,32
H387,2025-04,Competitor_B,10,31
H388,2025-04,Apexacare,13,64
H388,2025-04,Competitor_A,5,26
H388,2025-04,Competitor_B,6,24
H389,2025-04,Apexacare,14,58
H389,2025-04,Competitor_A,17,69
H389,2025-04,Competitor_B,16,63
H390,2025-04,Apexacare,10,45
H390,2025-04,Competitor_A,7,31
H390,2025-04,Competitor_B,8,29
H391,2025-04,Apexacare,15,61
H391,2025-04,Competitor_A,12,50
H391,2025-04,Competitor_B,14,49
H392,2025-04,Apexacare,1,8
H392,2025-04,Competitor_A,3,15
H392,2025-04,Competitor_B,3,11
H393,2025-04,Apexacare,9,32
H393,2025-04,Competitor_A,12,43
H393,2025-04,Competitor_B,10,33
H394,2025-04,Apexacare,7,28
H394,2025-04,Competitor_A,13,47
H394,2025-04,Competitor_B,10,35
H395,2025-04,Apexacare,20,88
H395,2025-04,Competitor_A,12,53
H395,2025-04,Competitor_B,12,49
H396,2025-04,Apexacare,7,25
H396,2025-04,Competitor_A,20,74
H396,2025-04,Competitor_B,17,61
H397,2025-04,Apexacare,9,40
H397,2025-04,Competitor_A,4,20
H397,2025-04,Competitor_B,5,20
H398,2025-04,Apexacare,19,68
H398,2025-04,Competitor_A,18,65
H398,2025-04,Competitor_B,17,57
H399,2025-04,Apexacare,11,41
H399,2025-04,Competitor_A,6,24
H399,2025-04,Competitor_B,7,25
H400,2025-04,Apexacare,12,51
H400,2025-04,Competitor_A,15,66
H400,2025-04,Competitor_B,15,59
H401,2025-04,Apexacare,15,52
H401,2025-04,Competitor_A,12,42
H401,2025-04,Competitor_B,11,34
H402,2025-04,Apexacare,14,49
H402,2025-04,Competitor_A,14,49
H402,2025-04,Competitor_B,10,35
H403,2025-04,Apexacare,8,30
H403,2025-04,Competitor_A,8,27
H403,2025-04,Competitor_B,7,23
H404,2025-04,Apexacare,8,39
H404,2025-04,Competitor_A,11,52
H404,2025-04,Competitor_B,11,45
H405,2025-04,Apexacare,3,12
H405,2025-04,Competitor_A,7,27
H405,2025-04,Competitor_B,6,21
H406,2025-04,Apexacare,22,77
H406,2025-04,Competitor_A,16,56
H406,2025-04,Competitor_B,16,57
H407,2025-04,Apexacare,15,69
H407,2025-04,Competitor_A,12,58
H407,2025-04,Competitor_B,11,49
H408,2025-04,Apexacare,19,90
H408,2025-04,Competitor_A,12,60
H408,2025-04,Competitor_B,11,48
H409,2025-04,Apexacare,7,28
H409,2025-04,Competitor_A,8,31
H409,2025-04,Competitor_B,7,26
H410,2025-04,Apexacare,10,41
H410,2025-04,Competitor_A,9,35
H410,2025-04,Competitor_B,8,29
H411,2025-04,Apexacare,5,20
H411,2025-04,Competitor_A,2,9
H411,2025-04,Competitor_B,3,9
H412,2025-04,Apexacare,9,35
H412,2025-04,Competitor_A,7,27
H412,2025-04,Competitor_B,9,28
H413,2025-04,Apexacare,11,42
H413,2025-04,Competitor_A,12,44
H413,2025-04,Competitor_B,11,34
H414,2025-04,Apexacare,8,34
H414,2025-04,Competitor_A,9,36
H414,2025-04,Competitor_B,7,26
H415,2025-04,Apexacare,11,52
H415,2025-04,Competitor_A,5,24
H415,2025-04,Competitor_B,6,20
H416,2025-04,Apexacare,1,7
H416,2025-04,Competitor_A,1,6
H416,2025-04,Competitor_B,2,6
H417,2025-04,Apexacare,11,42
H417,2025-04,Competitor_A,14,54
H417,2025-04,Competitor_B,11,39
H418,2025-04,Apexacare,8,38
H418,2025-04,Competitor_A,9,41
H418,2025-04,Competitor_B,8,29
H419,2025-04,Apexacare,3,13
H419,2025-04,Competitor_A,3,11
H419,2025-04,Competitor_B,3,10
H420,2025-04,Apexacare,7,36
H420,2025-04,Competitor_A,5,24
H420,2025-04,Competitor_B,5,20
H421,2025-04,Apexacare,5,23
H421,2025-04,Competitor_A,12,48
H421,2025-04,Competitor_B,10,37
H422,2025-04,Apexacare,2,13
H422,2025-04,Competitor_A,3,15
H422,2025-04,Competitor_B,3,12
H423,2025-04,Apexacare,17,75
H423,2025-04,Competitor_A,9,38
H423,2025-04,Competitor_B,7,27
H424,2025-04,Apexacare,14,72
H424,2025-04,Competitor_A,6,32
H424,2025-04,Competitor_B,7,29
H425,2025-04,Apexacare,11,56
H425,2025-04,Competitor_A,9,48
H425,2025-04,Competitor_B,9,36
H426,2025-04,Apexacare,12,54
H426,2025-04,Competitor_A,9,42
H426,2025-04,Competitor_B,7,30
H427,2025-04,Apexacare,10,50
H427,2025-04,Competitor_A,6,32
H427,2025-04,Competitor_B,6,26
H428,2025-04,Apexacare,11,43
H428,2025-04,Competitor_A,12,47
H428,2025-04,Competitor_B,10,38
H429,2025-04,Apexacare,13,57
H429,2025-04,Competitor_A,9,40
H429,2025-04,Competitor_B,8,29
H430,2025-04,Apexacare,7,26
H430,2025-04,Competitor_A,10,38
H430,2025-04,Competitor_B,12,38
H431,2025-04,Apexacare,7,34
H431,2025-04,Competitor_A,10,46
H431,2025-04,Competitor_B,10,40
H432,2025-04,Apexacare,8,30
H432,2025-04,Competitor_A,10,39
H432,2025-04,Competitor_B,11,36
H433,2025-04,Apexacare,8,37
H433,2025-04,Competitor_A,7,33
H433,2025-04,Competitor_B,8,30
H434,2025-04,Apexacare,10,40
H434,2025-04,Competitor_A,11,40
H434,2025-04,Competitor_B,9,30
H435,2025-04,Apexacare,6,27
H435,2025-04,Competitor_A,4,19
H435,2025-04,Competitor_B,4,18
H436,2025-04,Apexacare,18,62
H436,2025-04,Competitor_A,13,47
H436,2025-04,Competitor_B,14,45
H437,2025-04,Apexacare,11,52
H437,2025-04,Competitor_A,11,56
H437,2025-04,Competitor_B,12,52
H438,2025-04,Apexacare,4,18
H438,2025-04,Competitor_A,1,7
H438,2025-04,Competitor_B,3,9
H439,2025-04,Apexacare,8,30
H439,2025-04,Competitor_A,18,64
H439,2025-04,Competitor_B,15,50
H440,2025-04,Apexacare,15,54
H440,2025-04,Competitor_A,14,53
H440,2025-04,Competitor_B,12,40
H441,2025-04,Apexacare,6,33
H441,2025-04,Competitor_A,8,43
H441,2025-04,Competitor_B,8,34
H442,2025-04,Apexacare,8,42
H442,2025-04,Competitor_A,3,19
H442,2025-04,Competitor_B,4,14
H443,2025-04,Apexacare,11,40
H443,2025-04,Competitor_A,19,66
H443,2025-04,Competitor_B,16,54
H444,2025-04,Apexacare,13,53
H444,2025-04,Competitor_A,11,45
H444,2025-04,Competitor_B,13,46
H445,2025-04,Apexacare,5,23
H445,2025-04,Competitor_A,10,44
H445,2025-04,Competitor_B,9,38
H446,2025-04,Apexacare,10,37
H446,2025-04,Competitor_A,9,34
H446,2025-04,Competitor_B,9,34
H447,2025-04,Apexacare,14,65
H447,2025-04,Competitor_A,10,46
H447,2025-04,Competitor_B,8,36
H448,2025-04,Apexacare,3,15
H448,2025-04,Competitor_A,1,8
H448,2025-04,Competitor_B,3,7
H449,2025-04,Apexacare,8,28
H449,2025-04,Competitor_A,10,37
H449,2025-04,Competitor_B,11,35
H450,2025-04,Apexacare,5,20
H450,2025-04,Competitor_A,14,57
H450,2025-04,Competitor_B,11,42
H451,2025-04,Apexacare,12,55
H451,2025-04,Competitor_A,12,55
H451,2025-04,Competitor_B,9,42
H452,2025-04,Apexacare,12,53
H452,2025-04,Competitor_A,12,53
H452,2025-04,Competitor_B,9,38
H453,2025-04,Apexacare,10,46
H453,2025-04,Competitor_A,11,50
H453,2025-04,Competitor_B,10,36
H454,2025-04,Apexacare,11,51
H454,2025-04,Competitor_A,13,58
H454,2025-04,Competitor_B,10,45
H455,2025-04,Apexacare,1,4
H455,2025-04,Competitor_A,1,6
H455,2025-04,Competitor_B,2,7
H456,2025-04,Apexacare,15,59
H456,2025-04,Competitor_A,15,59
H456,2025-04,Competitor_B,16,58
H457,2025-04,Apexacare,5,27
H457,2025-04,Competitor_A,8,41
H457,2025-04,Competitor_B,10,42
H458,2025-04,Apexacare,7,28
H458,2025-04,Competitor_A,4,16
H458,2025-04,Competitor_B,5,16
H459,2025-04,Apexacare,3,15
H459,2025-04,Competitor_A,3,15
H459,2025-04,Competitor_B,4,14
H460,2025-04,Apexacare,10,46
H460,2025-04,Competitor_A,13,59
H460,2025-04,Competitor_B,12,45
H461,2025-04,Apexacare,10,37
H461,2025-04,Competitor_A,8,28
H461,2025-04,Competitor_B,8,25
H462,2025-04,Apexacare,15,54
H462,2025-04,Competitor_A,12,44
H462,2025-04,Competitor_B,10,34
H463,2025-04,Apexacare,8,39
H463,2025-04,Competitor_A,5,26
H463,2025-04,Competitor_B,7,25
H464,2025-04,Apexacare,12,59
H464,2025-04,Competitor_A,13,63
H464,2025-04,Competitor_B,12,49
H465,2025-04,Apexacare,9,44
H465,2025-04,Competitor_A,17,80
H465,2025-04,Competitor_B,13,56
H466,2025-04,Apexacare,17,76
H466,2025-04,Competitor_A,7,34
H466,2025-04,Competitor_B,7,26
H467,2025-04,Apexacare,3,15
H467,2025-04,Competitor_A,2,9
H467,2025-04,Competitor_B,3,8
H468,2025-04,Apexacare,12,53
H468,2025-04,Competitor_A,7,34
H468,2025-04,Competitor_B,8,33
H469,2025-04,Apexacare,6,32
H469,2025-04,Competitor_A,7,36
H469,2025-04,Competitor_B,7,32
H470,2025-04,Apexacare,1,8
H470,2025-04,Competitor_A,2,12
H470,2025-04,Competitor_B,4,12
H471,2025-04,Apexacare,5,24
H471,2025-04,Competitor_A,3,18
H471,2025-04,Competitor_B,5,18
H472,2025-04,Apexacare,7,27
H472,2025-04,Competitor_A,8,33
H472,2025-04,Competitor_B,9,30
H473,2025-04,Apexacare,0,3
H473,2025-04,Competitor_A,1,8
H473,2025-04,Competitor_B,3,7
H474,2025-04,Apexacare,8,37
H474,2025-04,Competitor_A,7,34
H474,2025-04,Competitor_B,8,34
H475,2025-04,Apexacare,14,58
H475,2025-04,Competitor_A,7,30
H475,2025-04,Competitor_B,6,22
H476,2025-04,Apexacare,6,23
H476,2025-04,Competitor_A,3,12
H476,2025-04,Competitor_B,3,10
H477,2025-04,Apexacare,10,36
H477,2025-04,Competitor_A,9,32
H477,2025-04,Competitor_B,9,27
H478,2025-04,Apexacare,17,76
H478,2025-04,Competitor_A,9,42
H478,2025-04,Competitor_B,11,42
H479,2025-04,Apexacare,8,33
H479,2025-04,Competitor_A,7,31
H479,2025-04,Competitor_B,8,26
H480,2025-04,Apexacare,12,47
H480,2025-04,Competitor_A,10,41
H480,2025-04,Competitor_B,11,38
H481,2025-04,Apexacare,11,40
H481,2025-04,Competitor_A,19,70
H481,2025-04,Competitor_B,18,66
H482,2025-04,Apexacare,21,103
H482,2025-04,Competitor_A,10,47
H482,2025-04,Competitor_B,9,39
H483,2025-04,Apexacare,1,9
H483,2025-04,Competitor_A,0,4
H483,2025-04,Competitor_B,2,4
H484,2025-04,Apexacare,5,21
H484,2025-04,Competitor_A,10,42
H484,2025-04,Competitor_B,12,42
H485,2025-04,Apexacare,4,15
H485,2025-04,Competitor_A,13,49
H485,2025-04,Competitor_B,12,41
H486,2025-04,Apexacare,2,10
H486,2025-04,Competitor_A,4,16
H486,2025-04,Competitor_B,4,14
H487,2025-04,Apexacare,11,38
H487,2025-04,Competitor_A,7,26
H487,2025-04,Competitor_B,8,26
H488,2025-04,Apexacare,6,26
H488,2025-04,Competitor_A,14,60
H488,2025-04,Competitor_B,12,47
H489,2025-04,Apexacare,11,54
H489,2025-04,Competitor_A,12,61
H489,2025-04,Competitor_B,13,56
H490,2025-04,Apexacare,22,76
H490,2025-04,Competitor_A,14,49
H490,2025-04,Competitor_B,13,43
H491,2025-04,Apexacare,14,69
H491,2025-04,Competitor_A,9,48
H491,2025-04,Competitor_B,9,37
H492,2025-04,Apexacare,5,24
H492,2025-04,Competitor_A,6,28
H492,2025-04,Competitor_B,6,28
H493,2025-04,Apexacare,7,37
H493,2025-04,Competitor_A,8,40
H493,2025-04,Competitor_B,6,28
H494,2025-04,Apexacare,4,22
H494,2025-04,Competitor_A,4,21
H494,2025-04,Competitor_B,5,20
H495,2025-04,Apexacare,2,9
H495,2025-04,Competitor_A,3,15
H495,2025-04,Competitor_B,3,12
H496,2025-04,Apexacare,4,17
H496,2025-04,Competitor_A,21,91
H496,2025-04,Competitor_B,18,72
H497,2025-04,Apexacare,11,52
H497,2025-04,Competitor_A,16,76
H497,2025-04,Competitor_B,16,72
H498,2025-04,Apexacare,4,16
H498,2025-04,Competitor_A,5,21
H498,2025-04,Competitor_B,6,17
H499,2025-04,Apexacare,5,28
H499,2025-04,Competitor_A,3,21
H499,2025-04,Competitor_B,4,15
H500,2025-04,Apexacare,5,22
H500,2025-04,Competitor_A,3,13
H500,2025-04,Competitor_B,4,10
H501,2025-04,Apexacare,0,5
H501,2025-04,Competitor_A,2,16
H501,2025-04,Competitor_B,4,13
H502,2025-04,Apexacare,4,21
H502,2025-04,Competitor_A,14,60
H502,2025-04,Competitor_B,13,52
H503,2025-04,Apexacare,9,41
H503,2025-04,Competitor_A,9,42
H503,2025-04,Competitor_B,10,37
H504,2025-04,Apexacare,8,41
H504,2025-04,Competitor_A,12,61
H504,2025-04,Competitor_B,11,52
H505,2025-04,Apexacare,3,12
H505,2025-04,Competitor_A,18,71
H505,2025-04,Competitor_B,14,50
H506,2025-04,Apexacare,6,25
H506,2025-04,Competitor_A,10,43
H506,2025-04,Competitor_B,11,42
H507,2025-04,Apexacare,6,30
H507,2025-04,Competitor_A,9,46
H507,2025-04,Competitor_B,7,34
H508,2025-04,Apexacare,9,39
H508,2025-04,Competitor_A,10,45
H508,2025-04,Competitor_B,9,36
H509,2025-04,Apexacare,9,32
H509,2025-04,Competitor_A,13,47
H509,2025-04,Competitor_B,13,41
H510,2025-04,Apexacare,6,23
H510,2025-04,Competitor_A,8,32
H510,2025-04,Competitor_B,9,30
H511,2025-04,Apexacare,9,46
H511,2025-04,Competitor_A,6,32
H511,2025-04,Competitor_B,8,30
H512,2025-04,Apexacare,15,55
H512,2025-04,Competitor_A,19,70
H512,2025-04,Competitor_B,15,51
H513,2025-04,Apexacare,13,46
H513,2025-04,Competitor_A,15,54
H513,2025-04,Competitor_B,16,53
H514,2025-04,Apexacare,10,41
H514,2025-04,Competitor_A,16,65
H514,2025-04,Competitor_B,12,48
H515,2025-04,Apexacare,7,34
H515,2025-04,Competitor_A,9,43
H515,2025-04,Competitor_B,8,31
H516,2025-04,Apexacare,12,48
H516,2025-04,Competitor_A,17,64
H516,2025-04,Competitor_B,18,64
H517,2025-04,Apexacare,5,23
H517,2025-04,Competitor_A,10,46
H517,2025-04,Competitor_B,9,39
H518,2025-04,Apexacare,8,35
H518,2025-04,Competitor_A,10,44
H518,2025-04,Competitor_B,10,40
H519,2025-04,Apexacare,9,40
H519,2025-04,Competitor_A,9,39
H519,2025-04,Competitor_B,8,29
H520,2025-04,Apexacare,2,11
H520,2025-04,Competitor_A,3,14
H520,2025-04,Competitor_B,4,13
H521,2025-04,Apexacare,19,66
H521,2025-04,Competitor_A,16,56
H521,2025-04,Competitor_B,14,49
H522,2025-04,Apexacare,8,29
H522,2025-04,Competitor_A,12,43
H522,2025-04,Competitor_B,13,40
H523,2025-04,Apexacare,4,15
H523,2025-04,Competitor_A,6,21
H523,2025-04,Competitor_B,6,21
H524,2025-04,Apexacare,8,41
H524,2025-04,Competitor_A,10,50
H524,2025-04,Competitor_B,9,41
H525,2025-04,Apexacare,10,37
H525,2025-04,Competitor_A,16,64
H525,2025-04,Competitor_B,13,46
H526,2025-04,Apexacare,9,46
H526,2025-04,Competitor_A,15,73
H526,2025-04,Competitor_B,12,52
H527,2025-04,Apexacare,8,38
H527,2025-04,Competitor_A,11,48
H527,2025-04,Competitor_B,11,42
H528,2025-04,Apexacare,0,3
H528,2025-04,Competitor_A,4,21
H528,2025-04,Competitor_B,5,16
H529,2025-04,Apexacare,6,29
H529,2025-04,Competitor_A,6,32
H529,2025-04,Competitor_B,7,29
