call_id,rep_id,hcp_id,call_date,planned_vs_actual,call_status,call_type,brand_promoted,month_id
C003968,R15,H224,2025-02-24,Planned,,In-Person,Apexacare,2025-02
C003969,R15,,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C003970,R15,H217,2025-02-12,Planned,Completed,Virtual,Apexacare,2025-02
C003971,R15,H228,2025-02-24,Planned,No Show,In-Person,None,2025-02
C003972,R15,H231,2025-02-17,Planned,Completed,Virtual,Apexacare,2025-02
C003973,R15,H225,2025-02-28,Planned,Completed,In-Person,None,2025-02
C003974,R15,H227,2025-02-16,Planned,No Show,In-Person,None,2025-02
C003975,R15,H218,2025-02-07,Planned,No Show,Virtual,None,2025-02
C003976,R15,H226,2025-02-27,Planned,Completed,In-Person,Apexacare,2025-02
C003977,R15,H223,2025-02-14,Planned,Completed,Virtual,None,2025-02
C003978,R15,H226,2025-02-27,Planned,Completed,In-Person,None,2025-02
C003979,R15,H227,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C003980,R15,H230,2025-02-13,Planned,Completed,In-Person,Apexacare,2025-02
C003981,R15,H227,2025-02-07,Planned,Completed,In-Person,Apexacare,2025-02
C003982,R15,H226,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C003983,R15,H225,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C003984,R15,H222,2025-02-05,Planned,Completed,Virtual,None,2025-02
C003985,R15,H220,2025-02-03,Planned,Completed,In-Person,None,2025-02
C003986,R15,H225,2025-02-11,Planned,Completed,In-Person,Apexacare,2025-02
C003987,R15,H229,2025-02-02,Planned,Completed,In-Person,None,2025-02
C003988,R15,H230,2025-02-16,Planned,No Show,Virtual,None,2025-02
C003989,R15,H227,2025-02-03,Planned,Cancelled,In-Person,None,2025-02
C003990,R15,H231,2025-02-15,Planned,Completed,In-Person,None,2025-02
C003991,R15,H221,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C003992,R15,H223,2025-02-08,Planned,Completed,Phone,Apexacare,2025-02
C003993,R15,H231,2025-02-04,Planned,Completed,Virtual,Apexacare,2025-02
C003994,R15,H230,2025-02-13,Planned,Completed,In-Person,Apexacare,2025-02
C003995,R15,H227,2025-02-03,Planned,Cancelled,Phone,None,2025-02
C003996,R15,H222,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C003997,R15,H220,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C003998,R15,H220,2025-02-17,Planned,Cancelled,In-Person,None,2025-02
C003999,R15,H231,2025-02-24,Planned,No Show,In-Person,None,2025-02
C004000,R15,H231,2025-02-06,Planned,Completed,In-Person,Apexacare,2025-02
C004001,R15,H217,2025-02-16,Planned,Completed,Virtual,Apexacare,2025-02
C004002,R15,H227,2025-02-24,Planned,Completed,In-Person,Apexacare,2025-02
C004003,R15,H218,2025-02-27,Planned,Completed,Virtual,Apexacare,2025-02
C004004,R15,H227,2025-02-07,Planned,Completed,Phone,Apexacare,2025-02
C004005,R15,H222,2025-02-05,Planned,Completed,In-Person,Apexacare,2025-02
C004006,R15,H227,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004007,R15,H224,2025-02-17,Planned,Completed,In-Person,Apexacare,2025-02
C004008,R15,H217,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004009,R15,H231,2025-02-23,Planned,Completed,Virtual,Apexacare,2025-02
C004010,R15,H221,2025-02-08,Planned,Completed,Virtual,Apexacare,2025-02
C004011,R15,H229,2025-02-08,Planned,,In-Person,Apexacare,2025-02
C004012,R15,H228,2025-02-12,Planned,Completed,Phone,Apexacare,2025-02
C004013,R15,H222,2025-02-03,Planned,Completed,Phone,Apexacare,2025-02
C004014,R15,H227,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004015,R15,H227,2025-02-20,Planned,Completed,In-Person,None,2025-02
C004016,R15,H224,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004017,R15,H228,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004018,R15,H223,2025-02-01,Planned,Completed,In-Person,Apexacare,2025-02
C004019,R15,H227,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C004020,R15,H227,2025-02-27,Planned,Completed,Phone,Apexacare,2025-02
C004021,R15,H231,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004022,R15,H227,2025-02-06,Planned,Completed,Virtual,None,2025-02
C004023,R15,H231,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004024,R15,H230,2025-02-14,Planned,Completed,Phone,Apexacare,2025-02
C004025,R15,H222,2025-02-18,Planned,Cancelled,Virtual,None,2025-02
C004026,R15,H219,2025-02-16,Planned,No Show,In-Person,None,2025-02
C004027,R15,H231,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004028,R15,H223,2025-02-07,Planned,No Show,In-Person,None,2025-02
C004029,R15,H225,2025-02-06,Planned,Completed,Phone,Apexacare,2025-02
C004030,R15,H228,2025-02-05,Unplanned,Completed,In-Person,Apexacare,2025-02
C004031,R15,H221,2025-02-12,Unplanned,Completed,In-Person,Apexacare,2025-02
C004032,R16,H242,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004033,R16,H243,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004034,R16,H234,2025-02-12,Planned,Completed,In-Person,Apexacare,2025-02
C004035,R16,H245,2025-02-07,Planned,Cancelled,In-Person,None,2025-02
C004036,R16,H247,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004037,R16,H242,2025-02-11,Planned,Completed,In-Person,Apexacare,2025-02
C004038,R16,H234,2025-02-17,Planned,Completed,In-Person,Apexacare,2025-02
C004039,R16,H243,2025-02-21,Planned,Completed,In-Person,Apexacare,2025-02
C004040,R16,H237,2025-02-05,Planned,Completed,In-Person,Apexacare,2025-02
C004041,R16,H232,2025-02-03,Planned,Completed,In-Person,Apexacare,2025-02
C004042,R16,H234,2025-02-12,Planned,Completed,In-Person,Apexacare,2025-02
C004043,R16,H246,2025-02-10,Planned,Cancelled,Virtual,None,2025-02
C004044,R16,H247,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004045,R16,H237,2025-02-01,Planned,Completed,In-Person,None,2025-02
C004046,R16,H237,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004047,R16,H232,2025-02-22,Planned,Completed,Virtual,Apexacare,2025-02
C004048,R16,H238,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004049,R16,H245,2025-02-10,Planned,No Show,In-Person,None,2025-02
C004050,R16,H242,2025-02-07,Planned,Completed,In-Person,Apexacare,2025-02
C004051,R16,H243,2025-02-23,Planned,Completed,Phone,Apexacare,2025-02
C004052,R16,H245,2025-02-11,Planned,No Show,In-Person,None,2025-02
C004053,R16,H235,2025-02-08,Planned,Completed,In-Person,Apexacare,2025-02
C004054,R16,H245,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004055,R16,H233,2025-02-13,Planned,Completed,Phone,Apexacare,2025-02
C004056,R16,H232,2025-02-20,Planned,,Phone,None,2025-02
C004057,R16,H238,2025-02-15,Planned,Completed,In-Person,None,2025-02
C004058,R16,H244,2025-02-19,Planned,,In-Person,Apexacare,2025-02
C004059,R16,H236,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004060,R16,H245,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004061,R16,H232,2025-02-24,Planned,Completed,In-Person,Apexacare,2025-02
C004062,R16,H242,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C004063,R16,H235,2025-02-14,Planned,Completed,In-Person,Apexacare,2025-02
C004064,R16,H240,2025-02-08,Planned,Completed,Phone,None,2025-02
C004065,R16,H236,2025-02-20,Planned,Cancelled,Phone,None,2025-02
C004066,R16,H233,2025-02-20,Planned,Completed,Virtual,Apexacare,2025-02
C004067,R16,H240,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004068,R16,H234,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004069,R16,H246,2025-02-10,Planned,Completed,Phone,Apexacare,2025-02
C004070,R16,H233,2025-02-28,Planned,Cancelled,Virtual,None,2025-02
C004071,R16,H244,2025-02-10,Planned,Completed,Virtual,Apexacare,2025-02
C004072,R16,H234,2025-02-26,Planned,Completed,Virtual,Apexacare,2025-02
C004073,R16,H242,2025-02-13,Planned,Completed,In-Person,Apexacare,2025-02
C004074,R16,H240,2025-02-08,Planned,Completed,Virtual,Apexacare,2025-02
C004075,R16,H236,2025-02-23,Planned,Completed,Phone,Apexacare,2025-02
C004076,R16,H238,2025-02-19,Planned,Cancelled,In-Person,None,2025-02
C004077,R16,H241,2025-02-19,Planned,Completed,Virtual,None,2025-02
C004078,R16,H243,2025-02-09,Planned,Completed,In-Person,Apexacare,2025-02
C004079,R16,H242,2025-02-27,Planned,Completed,In-Person,Apexacare,2025-02
C004080,R16,H238,2025-02-05,Planned,Completed,In-Person,Apexacare,2025-02
C004081,R16,H237,2025-02-17,Planned,Completed,In-Person,Apexacare,2025-02
C004082,R16,H236,2025-02-16,Planned,Completed,Virtual,Apexacare,2025-02
C004083,R16,H239,2025-02-19,Planned,Completed,In-Person,Apexacare,2025-02
C004084,R16,H237,2025-02-25,Planned,Completed,Virtual,Apexacare,2025-02
C004085,R16,H236,2025-02-09,Planned,Completed,In-Person,Apexacare,2025-02
C004086,R16,H233,2025-02-01,Planned,Completed,Phone,Apexacare,2025-02
C004087,R16,H234,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004088,R16,H242,2025-02-04,Planned,Completed,Virtual,Apexacare,2025-02
C004089,R16,H233,2025-02-16,Planned,Completed,In-Person,None,2025-02
C004090,R16,H233,2025-02-17,Planned,,In-Person,Apexacare,2025-02
C004091,R16,H247,2025-02-23,Planned,Completed,Virtual,Apexacare,2025-02
C004092,R16,H236,2025-02-16,Planned,Completed,Virtual,Apexacare,2025-02
C004093,R16,H233,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004094,R16,H244,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004095,R16,H242,2025-02-28,Planned,Completed,In-Person,None,2025-02
C004096,R16,,2025-02-05,Planned,Completed,Virtual,Apexacare,2025-02
C004097,R16,H236,2025-02-02,Planned,,In-Person,None,2025-02
C004098,R16,H241,2025-02-24,Planned,Completed,Virtual,Apexacare,2025-02
C004099,R16,H242,2025-02-25,Planned,No Show,In-Person,None,2025-02
C004100,R16,H241,2025-02-28,Planned,,In-Person,None,2025-02
C004101,R16,H238,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004102,R16,H235,2025-02-18,Unplanned,Completed,In-Person,Apexacare,2025-02
C004103,R16,H241,2025-02-14,Unplanned,Completed,In-Person,Apexacare,2025-02
C004104,R16,H242,2025-02-26,Unplanned,Completed,In-Person,Apexacare,2025-02
C004105,R16,H245,2025-02-03,Unplanned,Completed,In-Person,Apexacare,2025-02
C004106,R16,H247,2025-02-19,Unplanned,Completed,In-Person,Apexacare,2025-02
C004107,R17,H602,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004108,R17,H251,2025-02-03,Planned,Completed,Phone,Apexacare,2025-02
C004109,R17,H253,2025-02-26,Planned,Completed,Virtual,None,2025-02
C004110,R17,H252,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004111,R17,H251,2025-02-06,Planned,Completed,Phone,Apexacare,2025-02
C004112,R17,H252,2025-02-05,Planned,Completed,In-Person,None,2025-02
C004113,R17,H253,2025-02-02,Planned,Completed,In-Person,None,2025-02
C004114,R17,H249,2025-02-14,Planned,Completed,Phone,Apexacare,2025-02
C004115,R17,H251,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004116,R17,H256,2025-02-04,Planned,Completed,Virtual,Apexacare,2025-02
C004117,R17,H253,2025-02-21,Planned,Cancelled,In-Person,None,2025-02
C004118,R17,H261,2025-02-09,Planned,Completed,In-Person,Apexacare,2025-02
C004119,R17,H252,2025-02-27,Planned,Completed,In-Person,None,2025-02
C004120,R17,H250,2025-02-09,Planned,Completed,In-Person,Apexacare,2025-02
C004121,R17,H260,2025-02-18,Planned,Completed,In-Person,None,2025-02
C004122,R17,H250,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004123,R17,H258,2025-02-21,Planned,Completed,In-Person,Apexacare,2025-02
C004124,R17,H250,2025-02-03,Planned,Completed,In-Person,Apexacare,2025-02
C004125,R17,H260,2025-02-02,Planned,Completed,Virtual,Apexacare,2025-02
C004126,R17,H250,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004127,R17,H254,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004128,R17,H250,2025-02-17,Planned,Completed,Virtual,Apexacare,2025-02
C004129,R17,H254,2025-02-08,Planned,Completed,In-Person,Apexacare,2025-02
C004130,R17,H257,2025-02-15,Planned,,In-Person,None,2025-02
C004131,R17,H248,2025-02-26,Planned,No Show,In-Person,None,2025-02
C004132,R17,H251,2025-02-03,Planned,Completed,In-Person,Apexacare,2025-02
C004133,R17,H254,2025-02-17,Planned,Completed,In-Person,Apexacare,2025-02
C004134,R17,H256,2025-02-08,Planned,Completed,In-Person,None,2025-02
C004135,R17,H255,2025-02-18,Planned,Completed,In-Person,None,2025-02
C004136,R17,H258,2025-02-20,Planned,,In-Person,None,2025-02
C004137,R17,H260,2025-02-03,Planned,Completed,In-Person,Apexacare,2025-02
C004138,R17,H253,2025-02-27,Planned,Completed,In-Person,Apexacare,2025-02
C004139,R17,H260,2025-02-26,Planned,Completed,In-Person,Apexacare,2025-02
C004140,R17,H260,2025-02-05,Planned,Cancelled,In-Person,None,2025-02
C004141,R17,,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004142,R17,H259,2025-02-06,Planned,Cancelled,Virtual,None,2025-02
C004143,R17,H602,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004144,R17,H257,2025-02-06,Planned,Completed,In-Person,Apexacare,2025-02
C004145,R17,H258,2025-02-13,Planned,Completed,Virtual,Apexacare,2025-02
C004146,R17,H261,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004147,R17,H256,2025-02-12,Planned,Cancelled,In-Person,None,2025-02
C004148,R17,H252,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C004149,R17,H259,2025-02-11,Planned,Completed,In-Person,Apexacare,2025-02
C004150,R17,H602,2025-02-21,Planned,Completed,In-Person,None,2025-02
C004151,R17,H250,2025-02-07,Planned,Completed,Virtual,Apexacare,2025-02
C004152,R17,H260,2025-02-18,Planned,,Virtual,Apexacare,2025-02
C004153,R17,H249,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004154,R17,H257,2025-02-27,Planned,Completed,In-Person,Apexacare,2025-02
C004155,R17,H255,2025-02-17,Planned,Cancelled,In-Person,None,2025-02
C004156,R17,H261,2025-02-19,Planned,,In-Person,None,2025-02
C004157,R17,H248,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004158,R17,H251,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004159,R17,H602,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004160,R17,H252,2025-02-20,Planned,Completed,Virtual,Apexacare,2025-02
C004161,R17,H260,2025-02-26,Planned,Completed,In-Person,Apexacare,2025-02
C004162,R17,H248,2025-02-20,Planned,Completed,Virtual,Apexacare,2025-02
C004163,R17,H251,2025-02-14,Planned,Completed,In-Person,Apexacare,2025-02
C004164,R17,H259,2025-02-20,Planned,Completed,Virtual,Apexacare,2025-02
C004165,R17,H260,2025-02-09,Planned,No Show,In-Person,None,2025-02
C004166,R17,H602,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004167,R17,H250,2025-02-06,Planned,Completed,Phone,Apexacare,2025-02
C004168,R17,H260,2025-02-01,Planned,Completed,In-Person,None,2025-02
C004169,R17,H257,2025-02-12,Planned,Completed,In-Person,Apexacare,2025-02
C004170,R17,H252,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004171,R17,H253,2025-02-19,Planned,Completed,Virtual,Apexacare,2025-02
C004172,R17,H250,2025-02-19,Planned,Cancelled,In-Person,None,2025-02
C004173,R17,H259,2025-02-11,Planned,Completed,Phone,None,2025-02
C004174,R17,H258,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004175,R17,H259,2025-02-19,Planned,Completed,In-Person,Apexacare,2025-02
C004176,R17,H259,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004177,R17,H254,2025-02-14,Unplanned,Completed,In-Person,Apexacare,2025-02
C004178,R17,H258,2025-02-06,Unplanned,Completed,In-Person,Apexacare,2025-02
C004179,R17,H250,2025-02-27,Unplanned,Completed,In-Person,Apexacare,2025-02
C004180,R18,H266,2025-02-13,Planned,Completed,In-Person,Apexacare,2025-02
C004181,R18,H274,2025-02-11,Planned,Completed,In-Person,Apexacare,2025-02
C004182,R18,H264,2025-02-06,Planned,Completed,In-Person,None,2025-02
C004183,R18,H268,2025-02-08,Planned,Completed,In-Person,Apexacare,2025-02
C004184,R18,H263,2025-02-12,Planned,Completed,In-Person,Apexacare,2025-02
C004185,R18,H272,2025-02-14,Planned,Completed,Virtual,Apexacare,2025-02
C004186,R18,H271,2025-02-22,Planned,Completed,Virtual,Apexacare,2025-02
C004187,R18,H262,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004188,R18,H272,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004189,R18,H267,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004190,R18,H265,2025-02-08,Planned,Completed,In-Person,Apexacare,2025-02
C004191,R18,H273,2025-02-07,Planned,Completed,Virtual,Apexacare,2025-02
C004192,R18,H265,2025-02-13,Planned,Completed,In-Person,None,2025-02
C004193,R18,H270,2025-02-07,Planned,Completed,In-Person,Apexacare,2025-02
C004194,R18,H275,2025-02-24,Planned,No Show,In-Person,None,2025-02
C004195,R18,H262,2025-02-21,Planned,No Show,Virtual,None,2025-02
C004196,R18,H271,2025-02-18,Planned,Completed,Phone,Apexacare,2025-02
C004197,R18,H275,2025-02-25,Planned,,In-Person,Apexacare,2025-02
C004198,R18,H265,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C004199,R18,H275,2025-02-25,Planned,Completed,In-Person,None,2025-02
C004200,R18,H263,2025-02-07,Planned,Completed,In-Person,Apexacare,2025-02
C004201,R18,H272,2025-02-06,Planned,Completed,In-Person,Apexacare,2025-02
C004202,R18,H264,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004203,R18,H264,2025-02-28,Planned,Completed,In-Person,None,2025-02
C004204,R18,H277,2025-02-12,Planned,Completed,Virtual,Apexacare,2025-02
C004205,R18,H264,2025-02-20,Planned,No Show,In-Person,None,2025-02
C004206,R18,H263,2025-02-11,Planned,Completed,Virtual,Apexacare,2025-02
C004207,R18,H273,2025-02-23,Planned,Completed,In-Person,None,2025-02
C004208,R18,H270,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004209,R18,H276,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004210,R18,H263,2025-02-12,Planned,Completed,Virtual,Apexacare,2025-02
C004211,R18,H267,2025-02-21,Planned,Completed,Virtual,Apexacare,2025-02
C004212,R18,H264,2025-02-04,Planned,Completed,Virtual,Apexacare,2025-02
C004213,R18,H268,2025-02-08,Planned,Completed,Virtual,Apexacare,2025-02
C004214,R18,H268,2025-02-15,Planned,Completed,In-Person,None,2025-02
C004215,R18,H269,2025-02-04,Planned,Cancelled,Phone,None,2025-02
C004216,R18,H268,2025-02-23,Planned,Completed,In-Person,None,2025-02
C004217,R18,H276,2025-02-14,Planned,,In-Person,Apexacare,2025-02
C004218,R18,H263,2025-02-08,Planned,Cancelled,In-Person,None,2025-02
C004219,R18,H271,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004220,R18,H270,2025-02-23,Planned,No Show,Virtual,None,2025-02
C004221,R18,H266,2025-02-13,Planned,Completed,In-Person,None,2025-02
C004222,R18,H270,2025-02-13,Planned,Completed,In-Person,Apexacare,2025-02
C004223,R18,H268,2025-02-20,Planned,Completed,Virtual,Apexacare,2025-02
C004224,R18,H277,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C004225,R18,H274,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004226,R18,H275,2025-02-06,Planned,Completed,In-Person,Apexacare,2025-02
C004227,R18,H272,2025-02-09,Planned,Completed,In-Person,Apexacare,2025-02
C004228,R18,H262,2025-02-01,Planned,Completed,Virtual,Apexacare,2025-02
C004229,R18,H268,2025-02-05,Planned,No Show,In-Person,None,2025-02
C004230,R18,H271,2025-02-21,Planned,Completed,In-Person,Apexacare,2025-02
C004231,R18,H270,2025-02-14,Planned,Completed,In-Person,None,2025-02
C004232,R18,H276,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004233,R18,H269,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004234,R18,H270,2025-02-01,Planned,Completed,In-Person,Apexacare,2025-02
C004235,R18,H265,2025-02-10,Planned,,In-Person,Apexacare,2025-02
C004236,R18,H267,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004237,R18,H267,2025-02-19,Planned,Completed,In-Person,Apexacare,2025-02
C004238,R18,H273,2025-02-17,Planned,Completed,In-Person,Apexacare,2025-02
C004239,R18,H268,2025-02-17,Planned,Cancelled,In-Person,None,2025-02
C004240,R18,H268,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004241,R18,H277,2025-02-17,Planned,Completed,Phone,Apexacare,2025-02
C004242,R18,H268,2025-02-13,Planned,Completed,Virtual,Apexacare,2025-02
C004243,R18,H266,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004244,R18,H273,2025-02-25,Planned,Completed,In-Person,Apexacare,2025-02
C004245,R18,H271,2025-02-10,Planned,Completed,In-Person,Apexacare,2025-02
C004246,R18,H273,2025-02-06,Planned,Cancelled,Virtual,None,2025-02
C004247,R18,H265,2025-02-11,Planned,Completed,Phone,Apexacare,2025-02
C004248,R18,H272,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004249,R18,H263,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004250,R18,H262,2025-02-09,Unplanned,Completed,In-Person,Apexacare,2025-02
C004251,R18,H270,2025-02-18,Unplanned,Completed,In-Person,Apexacare,2025-02
C004252,R19,H284,2025-02-01,Planned,Completed,Virtual,Apexacare,2025-02
C004253,R19,H279,2025-02-22,Planned,Completed,In-Person,Apexacare,2025-02
C004254,R19,H281,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004255,R19,H287,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004256,R19,H287,2025-02-05,Planned,Completed,In-Person,Apexacare,2025-02
C004257,R19,H287,2025-02-06,Planned,Completed,In-Person,Apexacare,2025-02
C004258,R19,H292,2025-02-21,Planned,No Show,In-Person,None,2025-02
C004259,R19,H291,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004260,R19,H283,2025-02-18,Planned,Completed,In-Person,Apexacare,2025-02
C004261,R19,H283,2025-02-22,Planned,Completed,In-Person,Apexacare,2025-02
C004262,R19,H291,2025-02-12,Planned,Completed,In-Person,None,2025-02
C004263,R19,H287,2025-02-04,Planned,Completed,In-Person,None,2025-02
C004264,R19,H288,2025-02-11,Planned,Cancelled,In-Person,None,2025-02
C004265,R19,H290,2025-02-03,Planned,Completed,In-Person,Apexacare,2025-02
C004266,R19,H282,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004267,R19,H292,2025-02-12,Planned,Completed,In-Person,Apexacare,2025-02
C004268,R19,H294,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004269,R19,H287,2025-02-08,Planned,Completed,Virtual,Apexacare,2025-02
C004270,R19,H285,2025-02-12,Planned,Completed,Virtual,Apexacare,2025-02
C004271,R19,H292,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004272,R19,H278,2025-02-24,Planned,Completed,In-Person,Apexacare,2025-02
C004273,R19,H293,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004274,R19,H285,2025-02-10,Planned,Completed,Virtual,None,2025-02
C004275,R19,H284,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004276,R19,H278,2025-02-20,Planned,Completed,In-Person,Apexacare,2025-02
C004277,R19,H278,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004278,R19,H278,2025-02-07,Planned,Completed,In-Person,Apexacare,2025-02
C004279,R19,H283,2025-02-03,Planned,Completed,Virtual,Apexacare,2025-02
C004280,R19,H284,2025-02-07,Planned,Completed,In-Person,Apexacare,2025-02
C004281,R19,H289,2025-02-20,Planned,Completed,Phone,Apexacare,2025-02
C004282,R19,H279,2025-02-02,Planned,Completed,In-Person,Apexacare,2025-02
C004283,R19,H293,2025-02-06,Planned,Completed,Virtual,Apexacare,2025-02
C004284,R19,H291,2025-02-12,Planned,No Show,In-Person,None,2025-02
C004285,R19,H284,2025-02-16,Planned,No Show,In-Person,None,2025-02
C004286,R19,H281,2025-02-27,Planned,Completed,In-Person,Apexacare,2025-02
C004287,R19,H293,2025-02-22,Planned,Completed,In-Person,Apexacare,2025-02
C004288,R19,H294,2025-02-15,Planned,Completed,In-Person,Apexacare,2025-02
C004289,R19,H284,2025-02-27,Planned,Completed,In-Person,None,2025-02
C004290,R19,H279,2025-02-24,Planned,Completed,In-Person,Apexacare,2025-02
C004291,R19,H282,2025-02-26,Planned,Completed,In-Person,Apexacare,2025-02
C004292,R19,H287,2025-02-19,Planned,Completed,Virtual,Apexacare,2025-02
C004293,R19,H292,2025-02-22,Planned,Completed,In-Person,Apexacare,2025-02
C004294,R19,H294,2025-02-28,Planned,Completed,In-Person,Apexacare,2025-02
C004295,R19,H289,2025-02-16,Planned,Completed,In-Person,Apexacare,2025-02
C004296,R19,H293,2025-02-06,Planned,Completed,In-Person,Apexacare,2025-02
C004297,R19,H283,2025-02-03,Planned,Completed,Phone,Apexacare,2025-02
C004298,R19,H285,2025-02-27,Planned,Cancelled,In-Person,None,2025-02
C004299,R19,H278,2025-02-20,Planned,Completed,In-Person,None,2025-02
C004300,R19,H290,2025-02-21,Planned,Completed,Virtual,Apexacare,2025-02
C004301,R19,H293,2025-02-11,Planned,Completed,In-Person,Apexacare,2025-02
C004302,R19,H293,2025-02-19,Planned,Completed,Virtual,Apexacare,2025-02
C004303,R19,H289,2025-02-04,Planned,Completed,In-Person,Apexacare,2025-02
C004304,R19,H287,2025-02-11,Planned,Completed,In-Person,Apexacare,2025-02
C004305,R19,H280,2025-02-18,Planned,Completed,Phone,Apexacare,2025-02
C004306,R19,H292,2025-02-22,Planned,Completed,Virtual,Apexacare,2025-02
C004307,R19,H291,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004308,R19,H278,2025-02-22,Planned,Completed,In-Person,None,2025-02
C004309,R19,H288,2025-02-06,Planned,Cancelled,In-Person,None,2025-02
C004310,R19,H281,2025-02-24,Planned,Cancelled,In-Person,None,2025-02
C004311,R19,H284,2025-02-27,Planned,Completed,In-Person,Apexacare,2025-02
C004312,R19,H289,2025-02-19,Planned,Cancelled,In-Person,None,2025-02
C004313,R19,H278,2025-02-18,Planned,Completed,Phone,Apexacare,2025-02
C004314,R19,H282,2025-02-25,Planned,Completed,Virtual,Apexacare,2025-02
C004315,R19,H283,2025-02-23,Planned,Completed,In-Person,Apexacare,2025-02
C004316,R19,H294,2025-02-05,Planned,Completed,Phone,Apexacare,2025-02
